"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalité"	"Sobriété"	"Proximité"	"Ludique"	"Haut.de.gamme"	"Simplicité"	"Liberté"	"Humanité"	"Technologie"	"Convivialité"	"Complexité"	"Populaire"	"Sérieux"	"International"	"Passion"	"Artisanal"	"Traditionnal"	"Performence"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Sérieux1"	"Note"	"Pourquoi"
"617"	52	20	"F"	"Etudiant"	5	5	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	2	1	2	2	4	1	3	3	"trop lugubre"
"618"	52	20	"F"	"Etudiant"	6	6	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	3	3	2	3	1	3	3	3	8	NA
"619"	52	20	"F"	"Etudiant"	7	7	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	3	4	1	5	3	"beaucoup trop serieux et lent"
"620"	52	20	"F"	"Etudiant"	8	8	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	2	1	2	3	3	3	3	6	NA
"621"	52	20	"F"	"Etudiant"	9	9	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	3	3	3	3	3	2	3	3	9	"ni trop aigu, ni trop grave"
"622"	52	20	"F"	"Etudiant"	10	10	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	4	4	4	1	2	1	1	1	NA
"623"	52	20	"F"	"Etudiant"	11	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	3	3	2	3	4	2	5	NA
"624"	52	20	"F"	"Etudiant"	12	12	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1	1	4	4	3	3	4	NA
"625"	53	18	"H"	"Etudiant"	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	2	3	4	2	4	4	"lente, transmet peu d'enthousiasme, mais reste sérieux"
"626"	53	18	"H"	"Etudiant"	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	2	2	2	3	3	2	3	4	"trop lent, les différentes sons sont trop liés"
"627"	53	18	"H"	"Etudiant"	3	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	2	9	"rythme joyeux, notes bien séparées et claires"
"628"	53	18	"H"	"Etudiant"	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	2	3	4	2	4	3	"trop lent, ne transmet pas d'enthousiasme ni de joie"
"629"	53	18	"H"	"Etudiant"	5	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	3	3	2	4	7	"pas mal, mais trop lent"
"630"	53	18	"H"	"Etudiant"	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	4	4	3	2	3	2	5	"trop rapide, ne convient pas au haut de gamme"
"631"	53	18	"H"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	3	4	2	3	3	4	2	3	5	"son trop strident"
"632"	53	18	"H"	"Etudiant"	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	2	3	3	3	3	3	8	"assez grave, connote bien le haut de gamme, le serieux de l'entreprise"
"633"	53	18	"H"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	1	1	2	4	2	4	3	"trop lent, tonalité mal adaptée"
"634"	53	18	"H"	"Etudiant"	10	10	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	3	3	4	2	3	7	"pas mal, mais pas assez joyeux, ne véhicule pas l'envie d'acheter"
"635"	53	18	"H"	"Etudiant"	11	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	4	4	2	2	4	1	3	"son trop aigu, trop rapide"
"636"	53	18	"H"	"Etudiant"	12	12	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	2	2	3	3	3	3	8	"classique mais efficace"
"637"	54	47	"H"	"Employé"	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	1	1	1	1	2	NA
"638"	54	47	"H"	"Employé"	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	4	1	2	2	NA
"639"	54	47	"H"	"Employé"	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	1	3	1	2	3	NA
"640"	54	47	"H"	"Employé"	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	1	2	1	3	1	2	3	NA
"641"	54	47	"H"	"Employé"	5	5	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	2	2	2	1	1	2	3	4	NA
"642"	54	47	"H"	"Employé"	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	1	1	2	2	2	3	NA
"643"	54	47	"H"	"Employé"	7	7	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	3	2	3	4	NA
"644"	54	47	"H"	"Employé"	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	3	3	2	2	3	3	5	NA
"645"	54	47	"H"	"Employé"	9	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	3	2	2	3	2	3	5	NA
"646"	54	47	"H"	"Employé"	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	2	3	3	4	NA
"647"	54	47	"H"	"Employé"	11	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	1	3	2	3	5	NA
"648"	54	47	"H"	"Employé"	12	12	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	3	2	3	2	3	2	5	NA
"649"	55	19	"F"	"Etudiant"	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	3	2	2	3	3	3	3	9	"serieux et accueillant"
"650"	55	19	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	3	2	1	2	3	4	2	3	7	"trop loin des gens"
"651"	55	19	"F"	"Etudiant"	3	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	3	3	1	3	3	"trop aigu"
"652"	55	19	"F"	"Etudiant"	4	4	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	1	1	4	5	2	3	1	"enterrement"
"653"	55	19	"F"	"Etudiant"	5	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	3	1	2	2	2	2	"vraiment trop aigu"
"654"	55	19	"F"	"Etudiant"	6	6	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	4	4	2	3	2	2	3	2	4	"pas beau a entendre"
"655"	55	19	"F"	"Etudiant"	7	7	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	3	2	3	3	3	3	3	3	10	"droit comme entreprise"
"656"	55	19	"F"	"Etudiant"	8	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	3	1	1	2	4	3	3	3	"trop mou"
"657"	55	19	"F"	"Etudiant"	9	9	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	4	5	2	3	1	1	3	1	3	"trop accordéon, trop guingette, trop populaire"
"658"	55	19	"F"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	4	1	1	2	3	3	3	4	"trop lent"
"659"	55	19	"F"	"Etudiant"	11	11	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	5	4	3	3	1	2	3	3	6	"trop joyeux"
"660"	55	19	"F"	"Etudiant"	12	12	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	1	2	2	5	1	4	2	"trop lugubre"
"661"	56	18	"F"	"Etudiant"	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	2	2	2	2	4	2	3	5	NA
"662"	56	18	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	4	3	4	3	2	3	3	2	4	"pas assez classe"
"663"	56	18	"F"	"Etudiant"	3	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	3	3	3	8	NA
"664"	56	18	"F"	"Etudiant"	4	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	2	3	4	2	3	6	"un peu trop lent"
"665"	56	18	"F"	"Etudiant"	5	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	4	4	4	2	2	4	2	3	"ne correspond pas à l'image haut de gamme"
"666"	56	18	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	3	3	3	2	3	4	3	7	NA
"667"	56	18	"F"	"Etudiant"	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	4	2	4	2	2	3	2	5	NA
"668"	56	18	"F"	"Etudiant"	8	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	8	NA
"669"	56	18	"F"	"Etudiant"	9	9	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	3	3	3	2	4	3	3	7	NA
"670"	56	18	"F"	"Etudiant"	10	10	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	2	2	3	2	7	NA
"671"	56	18	"F"	"Etudiant"	11	11	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	4	3	4	2	2	3	2	5	NA
"672"	56	18	"F"	"Etudiant"	12	12	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	3	3	3	3	3	3	3	3	9	"le rythme lent fait serieux et aigu fait classe"
"673"	57	21	"H"	"Etudiant"	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	3	3	2	2	3	3	3	3	7	NA
"674"	57	21	"H"	"Etudiant"	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	4	2	1	1	4	1	3	2	NA
"675"	57	21	"H"	"Etudiant"	3	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	3	2	2	3	3	2	3	7	NA
"676"	57	21	"H"	"Etudiant"	4	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	3	2	1	1	4	2	4	5	NA
"677"	57	21	"H"	"Etudiant"	5	5	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	4	3	2	3	3	3	2	3	6	NA
"678"	57	21	"H"	"Etudiant"	6	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	3	2	2	2	4	2	3	6	NA
"679"	57	21	"H"	"Etudiant"	7	7	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	5	5	1	1	2	4	2	4	3	NA
"680"	57	21	"H"	"Etudiant"	8	8	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	3	2	2	1	2	3	3	3	5	NA
"681"	57	21	"H"	"Etudiant"	9	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4	2	2	2	4	3	2	6	NA
"682"	57	21	"H"	"Etudiant"	10	10	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	2	1	2	3	2	3	6	NA
"683"	57	21	"H"	"Etudiant"	11	11	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	2	2	2	2	2	4	2	2	4	NA
"684"	57	21	"H"	"Etudiant"	12	12	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	2	3	3	3	3	4	3	4	6	NA
"685"	58	20	"F"	"Etudiant"	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	1	2	3	2	3	3	NA
"686"	58	20	"F"	"Etudiant"	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	4	2	3	2	2	4	"son strident"
"687"	58	20	"F"	"Etudiant"	3	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	2	3	3	3	6	NA
"688"	58	20	"F"	"Etudiant"	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	3	2	2	3	4	2	3	4	NA
"689"	58	20	"F"	"Etudiant"	5	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	1	2	4	2	3	3	NA
"690"	58	20	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	1	2	4	2	4	2	NA
"691"	58	20	"F"	"Etudiant"	7	7	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	4	3	4	3	2	3	3	2	5	NA
"692"	58	20	"F"	"Etudiant"	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	2	4	2	3	3	"trop strident"
"693"	58	20	"F"	"Etudiant"	9	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	3	3	3	2	3	3	3	3	8	"manque un peu plus d'energie, un peu plus de rapidité"
"694"	58	20	"F"	"Etudiant"	10	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	3	4	3	3	6	NA
"695"	58	20	"F"	"Etudiant"	11	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	1	2	4	2	4	3	NA
"696"	58	20	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	2	2	3	4	2	3	4	NA
"697"	59	53	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	1	3	3	4	1	3	7	NA
"698"	59	53	"F"	"Employé"	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	5	1	1	1	4	1	1	3	"on se croirait dans une église"
"699"	59	53	"F"	"Employé"	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	2	2	2	4	2	5	2	NA
"700"	59	53	"F"	"Employé"	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	1	2	2	4	2	4	2	NA
"701"	59	53	"F"	"Employé"	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	2	2	2	3	2	3	4	NA
"702"	59	53	"F"	"Employé"	6	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	8	NA
"703"	59	53	"F"	"Employé"	7	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	1	1	1	5	1	5	1	NA
"704"	59	53	"F"	"Employé"	8	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	1	1	1	4	2	5	2	NA
"705"	59	53	"F"	"Employé"	9	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	3	3	3	3	3	3	8	NA
"706"	59	53	"F"	"Employé"	10	10	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	1	1	1	5	1	5	1	NA
"707"	59	53	"F"	"Employé"	11	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	2	3	2	3	2	3	4	NA
"708"	59	53	"F"	"Employé"	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	2	1	2	5	2	4	4	NA
"709"	60	62	"H"	"Retraité"	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	2	4	3	4	6	NA
"710"	60	62	"H"	"Retraité"	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	2	4	2	4	3	4	7	NA
"711"	60	62	"H"	"Retraité"	3	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	1	2	2	3	2	4	5	NA
"712"	60	62	"H"	"Retraité"	4	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	2	2	3	2	4	3	3	6	NA
"713"	60	62	"H"	"Retraité"	5	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	2	1	2	4	2	3	4	NA
"714"	60	62	"H"	"Retraité"	6	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	3	2	2	1	4	3	3	6	NA
"715"	60	62	"H"	"Retraité"	7	7	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3	3	2	2	2	4	3	3	6	NA
"716"	60	62	"H"	"Retraité"	8	8	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	4	3	3	4	3	2	4	3	6	NA
"717"	60	62	"H"	"Retraité"	9	9	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	2	2	1	4	2	3	4	NA
"718"	60	62	"H"	"Retraité"	10	10	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	3	2	3	2	4	2	3	6	NA
"719"	60	62	"H"	"Retraité"	11	11	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	2	2	3	3	4	3	4	6	NA
"720"	60	62	"H"	"Retraité"	12	12	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	2	1	2	4	2	3	4	NA
"721"	61	23	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	2	1	3	3	2	4	4	NA
"722"	61	23	"F"	"Employé"	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	1	2	2	4	5	NA
"723"	61	23	"F"	"Employé"	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	3	2	3	5	NA
"724"	61	23	"F"	"Employé"	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	2	2	2	3	4	4	NA
"725"	61	23	"F"	"Employé"	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	2	1	2	2	5	3	NA
"726"	61	23	"F"	"Employé"	6	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	3	3	2	4	6	NA
"727"	61	23	"F"	"Employé"	7	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	2	1	2	3	5	3	NA
"728"	61	23	"F"	"Employé"	8	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	3	2	1	2	3	4	4	NA
"729"	61	23	"F"	"Employé"	9	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	4	2	2	2	4	5	NA
"730"	61	23	"F"	"Employé"	10	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	3	3	2	3	6	NA
"731"	61	23	"F"	"Employé"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	2	1	3	2	5	3	NA
"732"	61	23	"F"	"Employé"	12	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	3	2	3	3	2	3	7	NA
"733"	62	48	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	2	1	1	4	2	4	6	NA
"734"	62	48	"F"	"Employé"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	1	1	4	1	4	5	NA
"735"	62	48	"F"	"Employé"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	4	2	2	1	4	2	2	4	NA
"736"	62	48	"F"	"Employé"	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	2	3	3	3	6	NA
"737"	62	48	"F"	"Employé"	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	4	4	3	4	3	3	6	NA
"738"	62	48	"F"	"Employé"	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	2	2	2	1	4	NA
"739"	62	48	"F"	"Employé"	7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	4	2	3	6	NA
"740"	62	48	"F"	"Employé"	8	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	2	4	2	2	4	NA
"741"	62	48	"F"	"Employé"	9	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	3	3	3	3	7	NA
"742"	62	48	"F"	"Employé"	10	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	4	4	2	3	2	2	4	NA
"743"	62	48	"F"	"Employé"	11	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	3	3	3	6	NA
"744"	62	48	"F"	"Employé"	12	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	2	3	2	3	6	NA
"745"	63	19	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1	4	1	4	3	NA
"746"	63	19	"F"	"Employé"	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	1	3	2	4	5	NA
"747"	63	19	"F"	"Employé"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	2	1	4	2	3	4	NA
"748"	63	19	"F"	"Employé"	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	2	3	3	3	3	3	9	NA
"749"	63	19	"F"	"Employé"	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	3	3	2	3	2	4	6	NA
"750"	63	19	"F"	"Employé"	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	3	3	3	3	7	NA
"751"	63	19	"F"	"Employé"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	2	4	2	3	2	4	5	NA
"752"	63	19	"F"	"Employé"	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	3	3	3	3	7	NA
"753"	63	19	"F"	"Employé"	9	9	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	2	2	4	4	NA
"754"	63	19	"F"	"Employé"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	3	4	3	3	6	NA
"755"	63	19	"F"	"Employé"	11	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	3	3	3	3	8	NA
"756"	63	19	"F"	"Employé"	12	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	4	1	4	2	4	4	NA
"757"	64	22	"F"	"Etudiant"	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	1	5	1	5	1	"traduit le haut de gamme mais pas du tout l'innovation"
"758"	64	22	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	2	3	2	3	2	2	4	"ne démontre pas le coté expert, passionnel"
"759"	64	22	"F"	"Etudiant"	3	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	4	4	4	2	2	2	2	4	"trop dans les aigus"
"760"	64	22	"F"	"Etudiant"	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	2	2	2	4	2	3	5	NA
"761"	64	22	"F"	"Etudiant"	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	2	5	1	4	5	NA
"762"	64	22	"F"	"Etudiant"	6	6	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	3	2	3	2	3	2	3	7	NA
"763"	64	22	"F"	"Etudiant"	7	7	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	4	4	3	3	2	3	3	2	6	NA
"764"	64	22	"F"	"Etudiant"	8	8	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	3	3	2	3	3	4	3	3	8	"le thème fait plus posé"
"765"	64	22	"F"	"Etudiant"	9	9	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	2	3	3	3	3	4	2	3	8	"manque un peu de gaieté"
"766"	64	22	"F"	"Etudiant"	10	10	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	3	2	2	3	4	2	3	7	"thème un peu triste, pas assez vivant"
"767"	64	22	"F"	"Etudiant"	11	11	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	3	3	3	3	4	3	3	8	"proche d'une musique de film"
"768"	64	22	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	3	3	2	3	3	2	6	NA
"769"	65	22	"H"	"Etudiant"	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	1	5	5	4	1	5	2	2	"beaucoup trop joyeux"
"770"	65	22	"H"	"Etudiant"	2	2	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	2	3	2	2	3	4	3	3	7	"suffisamment sobre"
"771"	65	22	"H"	"Etudiant"	3	3	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	3	5	5	5	1	5	2	4	"un peu trop sportif"
"772"	65	22	"H"	"Etudiant"	4	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	3	3	3	5	1	5	1	1	"représente une entreprise bas de gamme"
"773"	65	22	"H"	"Etudiant"	5	5	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	1	3	3	4	3	3	3	5	"ressemble à windows, pas original"
"774"	65	22	"H"	"Etudiant"	6	6	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	3	4	3	4	5	4	2	4	"musique triste"
"775"	65	22	"H"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	4	2	2	2	2	4	4	2	2	"son trop burlesque"
"776"	65	22	"H"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	3	3	3	3	3	3	3	3	9	"lenteur du son démontre la minutie"
